001001,65,52,54,16,41,65
001002,65,52,44,16,41,66
001003,65,46,44,16,41,66
001004,65,46,74,17,41,66
001005,64,56,74,17,41,66
001006,64,56,44,15,41,66
001007,64,56,43,15,41,56
001008,67,76,43,15,41,56
001009,67,76,43,15,41,34
001010,67,76,64,15,41,34
001011,54,76,64,15,41,34
001012,54,76,64,14,41,24
001013,54,76,56,14,41,24
001014,54,63,56,14,41,24
001015,55,63,46,14,41,24
001016,55,63,46,34,41,25
001017,55,65,46,34,61,25
001018,55,65,56,35,61,25
001019,55,25,53,35,61,25
001020,55,25,53,32,41,25
001021,55,25,34,32,41,25
001022,55,25,34,52,43,25
001023,45,25,34,52,43,24
001024,45,25,34,74,43,24
001025,45,25,36,74,43,44
001026,44,25,56,74,43,44
001027,44,25,56,74,46,34
001028,44,25,56,73,26,34
001029,44,25,52,43,26,34
001030,44,25,52,43,52,34
001031,44,26,52,73,52,34
001032,44,26,52,71,52,64
001033,44,26,72,71,51,64
001034,44,37,72,71,51,64
001035,44,37,75,71,21,64
001036,44,37,75,71,25,44
001037,54,37,72,71,25,44
001038,54,37,72,72,45,44
001039,64,37,77,72,45,44
001040,64,37,77,73,65,44
001041,64,37,17,73,67,44
001042,64,37,17,71,67,24
001043,66,37,57,71,67,24
001044,66,37,57,71,11,24
001045,66,37,53,61,11,24
001046,66,36,43,61,11,24
001047,66,46,43,61,11,25
001048,53,46,43,61,11,25
001049,53,46,43,61,17,55
001050,56,46,43,61,27,55
001051,56,66,43,62,27,55
001052,56,65,43,62,17,55
001053,56,65,43,52,17,56
001054,56,65,44,52,47,56
001055,56,25,44,52,43,56
001056,46,25,42,52,43,56
001057,45,25,42,52,63,56
001058,45,25,52,52,64,56
001059,45,25,53,72,64,56
001060,45,25,53,73,34,56
001061,45,25,51,33,34,56
001062,44,25,51,33,24,56
001063,44,25,51,13,24,53
001064,44,25,51,16,74,53
001065,44,25,42,16,74,53
001066,44,25,42,43,74,53
001067,44,25,64,43,74,53
001068,54,25,64,46,74,53
001069,54,25,64,46,72,43
001070,54,25,63,66,72,43
001071,47,25,63,66,72,43
001072,47,26,63,66,22,44
001073,47,26,65,66,22,63
001074,47,36,65,66,25,63
001075,47,36,65,34,25,63
001076,46,66,65,34,25,63
001077,46,64,65,14,25,63
001078,43,64,35,14,25,63
001079,43,63,35,34,25,63
001080,43,63,57,34,25,63
001081,43,32,57,34,25,63
001082,43,32,55,54,25,63
001083,43,44,55,54,25,63
001084,43,44,65,54,26,63
001085,43,44,65,17,26,63
001086,43,44,65,17,17,63
001087,43,64,64,17,17,63
001088,43,64,64,16,27,63
001089,45,74,64,16,27,63
001090,45,74,64,46,26,63
001091,45,74,64,46,26,54
001092,45,54,64,41,26,54
001093,47,54,24,41,26,54
001094,47,54,24,41,36,53
001095,47,55,14,41,36,53
001096,47,45,14,41,32,53
001097,47,45,14,41,32,61
001098,47,65,17,41,32,61
001099,47,65,17,42,42,61
001100,47,65,17,32,45,61
001101,47,65,11,32,35,61
001102,47,65,51,34,35,61
001103,47,65,51,34,45,65
001104,47,55,52,34,45,65
001105,47,55,62,34,45,63
001106,45,25,62,34,45,63
001107,45,25,32,34,42,63
001108,45,25,32,43,42,63
001109,45,75,36,43,42,63
001110,45,77,36,43,32,63
001111,46,77,36,63,32,63
001112,46,67,36,63,32,62
001113,46,67,36,63,33,52
001114,46,65,36,63,63,52
001115,45,55,36,63,63,52
001116,45,56,36,33,63,52
001117,43,46,36,33,63,52
001118,43,43,36,73,63,52
001119,45,43,26,73,63,52
001120,45,23,26,73,66,52
001121,45,26,66,73,66,52
001122,45,26,66,45,66,52
001123,45,26,26,45,62,52
001124,45,26,25,45,32,52
001125,45,26,25,35,33,52
001126,45,26,45,34,33,52
001127,45,26,45,14,31,52
001128,45,26,42,14,41,52
001129,45,26,32,15,41,52
001130,43,36,32,15,41,52
001131,43,36,43,15,41,52
001132,43,34,43,15,11,52
001133,53,34,43,15,11,51
001134,53,34,23,15,12,51
001135,53,34,26,25,12,51
001136,53,31,56,25,12,51
001137,53,31,56,25,53,51
001138,53,31,37,25,53,51
001139,53,51,37,25,53,52
001140,53,51,37,75,57,52
001141,53,51,47,75,57,53
001142,53,61,47,74,57,53
001143,53,61,43,74,37,53
001144,53,41,43,76,37,53
001145,73,45,43,76,37,53
001146,73,45,42,26,37,53
001147,73,45,42,26,23,53
001148,73,43,42,26,23,43
001149,73,43,12,26,25,43
001150,73,43,12,56,25,45
001151,73,43,42,56,26,45
001152,73,43,42,24,26,45
001153,63,43,42,24,26,43
001154,64,63,42,24,26,43
001155,74,63,44,24,26,43
